1.366294619999999904e+00,-2.115364674999999917e+00,1.900049745000000012e+00
3.935489420000000127e+00,3.352322099999999860e+00,2.280440089999999920e+00
1.040782270000000009e+00,1.010735225999999898e+01,5.799022299999999630e-01
1.874100504999999917e+00,1.347518804999999986e+00,2.140650035000000173e+00
-2.397843599999999853e+00,-4.053589820000000010e+00,-1.854258500000000032e-01
2.783701660000000189e+00,3.598165799999999970e-01,-1.807349600000000001e-01
1.816911219999999938e+00,-1.176761984999999955e+00,2.575670720000000191e+00
-2.084923980000000121e+00,1.094749928000000061e+01,-2.497734100000000013e-01
9.561879666666670552e-01,-5.775698633333330445e-01,-1.823945933333329938e-01
-4.474776269999999556e+00,1.064999579999999924e+01,1.411423499999999998e-01
1.533314819999999967e+00,-2.601596099999999856e-01,2.797418120000000119e+00
2.251924514999999793e+00,5.670067050000000553e-01,-1.886329200000000095e-01
-8.465068900000000118e-01,2.902565479999999809e+00,-2.910269500000000065e-01
-6.869825099999999907e-01,5.974971290000000046e+00,-3.599156700000000209e-01
-8.531264699999999701e-01,4.710477830000000310e+00,-3.528649200000000263e-01
6.235657690000000031e+00,3.752971169999999912e+00,2.788442400000000210e-01
2.126756190000000046e+00,1.203580139999999910e+00,7.446639499999999634e-01
2.480382919999999825e+00,9.495437700000000092e-01,5.418973000000000262e-01
1.071260930000000000e+00,-1.907687429999999962e+00,-1.275591299999999928e-01
-1.014079689999999978e+00,-3.118165970000000176e+00,-1.713152500000000023e-01
4.929572109999999618e+00,1.441342230000000058e+00,3.713306499999999843e-01
8.984704969999999236e+00,-1.326791999999999971e+00,2.188779590000000219e+00
7.094826699999999819e-01,-1.270363522000000067e+01,1.087721469999999968e+00
2.358158589999999943e+00,-1.799931170000000025e+00,9.164245100000000255e-01
1.931982340000000020e+00,-1.298263844999999916e+00,2.481299874999999933e+00
8.582316399999999845e+00,-2.247286900000000087e-01,2.284941910000000131e+00
1.473973269999999891e+00,-2.748373270000000090e+00,3.350928539999999956e+00
2.139366630000000047e+00,-2.470468519999999835e+00,5.835793000000000230e-01
9.487747190000000330e+00,-1.691796539999999904e+00,1.901988149999999989e+00
1.959053280000000008e+00,-2.421836379999999789e+00,1.000191330000000045e+00
4.924467560000000077e+00,4.445904729999999638e+00,2.023244379999999953e+00
-1.731626749999999992e+00,9.757469179999999298e+00,-3.298168200000000105e-01
2.232871059999999908e+00,-2.803033829999999949e+00,9.029982100000000234e-01
1.479097129999999982e+00,-6.624082900000000107e-01,-1.595220300000000091e-01
2.168866280000000035e+00,-2.393724440000000175e+00,1.784713089999999891e+00
5.107848169999999577e+00,-9.651350400000000551e-01,2.251641750000000108e+00
-3.243367666666669979e-01,-9.943861766666669544e-01,-1.889252166666670063e-01
1.847484829999999967e+00,-1.205216999999999983e+00,2.429682969999999997e+00
-1.298992750000000029e+00,4.955221650000000366e+00,-3.676472900000000155e-01
-6.097497299999999898e-01,3.876425740000000175e+00,-3.143652100000000060e-01
1.795505584999999904e+00,-1.173757490000000070e+00,3.156061049999999923e+00
2.380214689999999855e+00,-1.988578079999999915e+00,1.133157610000000037e+00
8.625745769999999979e+00,-8.242350200000000404e-01,1.883330000000000004e-01
1.321929569999999998e+00,-4.671562670000000139e+00,-1.230378699999999936e-01
2.439975500000000075e+00,-1.227769000000000083e-02,2.553561209999999804e+00
-8.639904550000000460e-01,1.122417690000000023e+00,-2.476769400000000121e-01
2.041526080000000132e+00,-1.554548500000000111e+00,2.066341400000000217e+00
3.142886639999999954e+00,7.574584480000000397e+00,3.058779480000000106e+00
2.056469680000000189e+00,1.527679089999999906e+00,5.373525599999999791e-01
2.010261770000000059e+00,-2.073679690000000075e+00,2.476621629999999907e+00
2.795821670000000037e+00,-1.993046759999999917e+00,1.191185949999999938e+00
-1.344745639999999964e+00,1.878318190000000110e+00,-2.698771999999999838e-01
1.868292569999999930e+00,3.504627599999999843e-01,3.726084469999999982e+00
-2.935116770000000042e+00,9.902226450000000568e+00,9.958132499999999832e-01
-4.755277749999999859e-01,6.003045795000000240e+00,-3.856235700000000266e-01
1.735907080000000047e+00,-2.331432340000000103e+00,1.534733410000000076e+00
3.686924460000000181e+00,-3.333260100000000059e-01,2.384286400000000139e+00
1.255611299999999986e+00,1.498379109999999903e+00,2.398909569999999825e+00
2.220737100000000019e+00,9.083502850000000350e-01,4.229126699999999905e-01
1.675817490000000021e+00,-1.751392959999999999e+00,1.835951569999999977e+00
2.464178089999999877e+00,7.717267899999999958e-01,1.169821020000000100e+00
-1.679247500000000004e+00,3.302706240000000015e+00,-3.064431000000000238e-01
-2.633718999999999921e-01,9.526821609999998941e+00,6.780269499999999616e-02
2.711233619999999789e+00,7.944506170000000367e+00,3.098368409999999962e+00
2.793571710000000152e+00,8.852335500000000357e-01,-1.812451300000000043e-01
1.982487080000000068e+00,1.459755539999999963e+00,-1.933830400000000060e-01
2.112958910000000134e+00,3.561414479999999827e+00,-2.193086099999999872e-01
-4.391219599999999779e-01,6.347390650000000356e+00,-3.630553200000000147e-01
-2.350182100000000052e-01,-7.883607859999999690e+00,-1.551615299999999920e-01
1.354245900000000002e+00,9.051761600000000074e-01,2.510128969999999793e+00
4.549877600000000188e-01,9.114817620000000176e+00,8.398400000000000309e-02
5.099503989999999654e+00,1.626458289999999973e+00,1.966033340000000074e+00
-2.272742500000000110e-01,-1.074279506666667050e+00,-1.868458600000000025e-01
1.484912629999999956e+00,3.715709099999999765e-01,2.836440089999999969e+00
6.659263130000000253e+00,-1.688499832000000112e+01,5.053043400000000185e-01
2.134231090000000108e+00,1.341190700000000069e+00,4.175875199999999898e-01
1.323389235000000053e+00,6.431997699999999485e-01,3.368392705000000209e+00
-2.496232029999999824e+00,1.106540393999999949e+01,9.985800999999999705e-01
2.318699360000000098e+00,-2.596282480000000170e+00,8.538184199999999668e-01
-1.225341559999999941e+00,-1.477731880000000109e+00,-2.151637999999999884e-01
1.047468386666666973e+00,-9.937870899999999841e-01,-1.644569133333330102e-01
3.294758560000000003e+00,-2.135758880000000026e+00,2.381672860000000114e+00
1.160230160000000010e+00,-1.267572211999999965e+01,3.977764999999999773e-02
8.177874570000000176e+00,-3.863861319999999822e+00,9.237303700000000228e-01
8.073751449999999608e+00,-3.018407820000000186e+00,1.654462929999999998e+00
4.722923759999999582e+00,6.255965709999999902e+00,1.902853729999999910e+00
8.362264630000000309e+00,-4.473566059999999567e+00,1.273804549999999924e+00
1.176396849999999938e+00,-7.101999759999999995e+00,-1.251255000000000006e-01
-4.865155199999999791e-01,9.673994060000000061e+00,4.968149399999999827e-01
2.575192690000000173e+00,1.519916180000000061e+00,1.403841100000000064e-01
3.066261289999999917e+00,7.650626179999999721e+00,4.180019380000000062e+00
-2.926163842857140152e-01,6.239440099999999934e-01,-2.187940271428570060e-01
1.306349873333332967e+00,8.849431266666669682e-01,-2.068033699999999864e-01
1.812889334999999935e+00,-1.174321294999999932e+00,2.619146585000000194e+00
9.457031500000000479e-01,8.678604049999999459e-01,-2.085111699999999957e-01
-2.653275099999999886e-01,9.286548610000000537e+00,-4.716552999999999718e-02
2.711114289999999816e+00,6.442693800000000026e-01,2.171973350000000025e+00
1.778441189999999894e+00,1.046000384999999966e+01,4.286923100000000209e-01
4.085818289999999742e+00,6.299478050000000273e+00,3.030300140000000031e+00
3.935509440000000136e+00,-4.853516579999999969e+00,2.980459899999999829e-01
1.984745739999999925e+00,2.852439999999999923e-03,3.607627630000000085e+00
2.343795539999999900e+00,1.059247140000000087e+00,8.678157300000000074e-01
5.693404199999999804e+00,6.696404929999999922e+00,2.763363120000000173e+00
2.077627899999999972e+00,-1.186566950000000009e+00,2.099056239999999907e+00
-1.948528650000000084e+00,-3.788300990000000201e+00,-1.837041100000000038e-01
2.182899239999999796e+00,1.493880990000000075e+00,6.889179899999999801e-01
5.669033999999999907e+00,5.309388600000000125e-01,1.071506499999999917e+00
2.225320579999999993e+00,-6.781919600000000381e-01,2.619712349999999912e+00
5.986320970000000408e+00,-2.574892599999999976e-01,-1.479483799999999905e-01
5.643077370000000315e+00,1.841175700000000082e-01,1.894485119999999911e+00
9.047354499999999966e-01,9.212705610000000434e+00,1.710038659999999933e+00
1.861655590000000027e+00,3.318261150000000104e+00,-2.211394600000000099e-01
5.893622050000000279e-01,8.403763295000000966e+00,4.161699600000000054e-01
-1.964783850000000054e-01,8.871881965000000037e+00,-8.166466499999999740e-02
4.762225700000000117e-01,9.013832089999999297e+00,3.992126899999999812e-01
1.117977379999999910e+00,6.027901649999999556e+00,-3.400432500000000191e-01
-1.691246990000000006e+00,1.005788135999999966e+01,1.779809400000000041e-01
5.211917200000000250e-01,-7.865210529999999700e+00,-1.255011299999999885e-01
1.045113919999999919e+00,-3.230525300000000044e-01,-2.109400899999999968e-01
1.711552543333332954e+00,4.656004833333329818e-01,-2.058703333333329888e-01
9.053438189999999608e+00,-3.894763230000000132e+00,1.822316529999999934e+00
3.310571190000000108e+00,-1.188812020000000080e+00,2.394083499999999809e+00
4.403993609999999670e+00,1.287052749999999968e+00,2.278048699999999926e-01
7.290842849999999986e-01,8.164694900000000199e-01,-2.079304650000000088e-01
1.849069120000000011e+00,8.072542190000000062e+00,2.597728730000000041e+00
3.682663439999999788e+00,-1.565876599999999952e+00,2.234428879999999840e+00
1.655557390000000018e+00,-2.842847819999999803e+00,1.083385110000000040e+00
8.895052910000000423e+00,-5.804202600000000212e-01,1.257057190000000046e+00
